CEP,Logradouro,Complemento,Bairro,Localidade,UF,IBGE,GIA,DDD,SIAFI
88519585,Rua Lavínia Pereira de Souza,,Jardim Celina,Lages,SC,4209300,50568,,
88519600,Rua Protásio Campos,,Restinga Seca,Lages,SC,4209300,50569,,
88519605,Rua José Tolentino da Costa,,Restinga Seca,Lages,SC,4209300,50569,,
88519606,Rua João Domingues de Arruda,,Restinga Seca,Lages,SC,4209300,50569,,
88519620,Rua Batista Sangaletti,,Restinga Seca,Lages,SC,4209300,50569,,
88519635,Rua dos Tucanos,,Restinga Seca,Lages,SC,4209300,50569,,
88519650,Rua Inocêncio Alves de Brito,,Restinga Seca,Lages,SC,4209300,50569,,
88519660,Rua Maria Augusta de Oliveira,,Restinga Seca,Lages,SC,4209300,50569,,
88519700,Avenida Juscelino Kubitschek de Oliveira,de 1153 ao fim - lado ímpar,Restinga Seca,Lages,SC,4209300,50569,,
88519710,Rua Pedro Carlos da Silva,,Restinga Seca,Lages,SC,4209300,50569,,
88519712,Rua Ivencio Santos de Souza,,Restinga Seca,Lages,SC,4209300,50569,,
88519722,Rua Jacy Guidali,,Restinga Seca,Lages,SC,4209300,50569,,
88520000,Avenida Luiz de Camões,de 1371/1372 a 2445/2446,Conta Dinheiro,Lages,SC,4209300,50538,,
88520005,Rua Hermes da Fonseca,de 71/72 a 543/544,Conta Dinheiro,Lages,SC,4209300,50538,,
88520010,Rua Malinverni Filho,,Conta Dinheiro,Lages,SC,4209300,50538,,
88520020,Rua São Jorge,,Conta Dinheiro,Lages,SC,4209300,50538,,
88520030,Rua Antônio Xavier Freitas,,Conta Dinheiro,Lages,SC,4209300,50538,,
88520040,Rua Bezerra de Menezes,,Conta Dinheiro,Lages,SC,4209300,50538,,
88520042,Servidão Maria Helena da Silva Pereira,,Conta Dinheiro,Lages,SC,4209300,50538,,
88520045,Rua Arnaldo Vieira de Castro,,Conta Dinheiro,Lages,SC,4209300,50538,,
88520050,Rua Alberto Pasqualini,,Conta Dinheiro,Lages,SC,4209300,50538,,
88520060,Rua Dirceu Pinto,,Conta Dinheiro,Lages,SC,4209300,50538,,
88520065,Rua Carlos Bello Wagner,,Conta Dinheiro,Lages,SC,4209300,50538,,
88520067,Rua Alaor Decker Medina,,Conta Dinheiro,Lages,SC,4209300,50538,,
88520070,Rua Major Joata,,Conta Dinheiro,Lages,SC,4209300,50538,,
88520072,Rua Lourival Pereira,,Conta Dinheiro,Lages,SC,4209300,50538,,
88520080,Rua Tito Spindola,,Conta Dinheiro,Lages,SC,4209300,50538,,
88520090,Rua Hermelino da Silva Ramos,,Conta Dinheiro,Lages,SC,4209300,50538,,
88520100,Avenida Segundo Batalhão Rodoviário,,Conta Dinheiro,Lages,SC,4209300,50538,,
88520110,Rua Coronel Sotero Rocha,,Conta Dinheiro,Lages,SC,4209300,50538,,
88520111,Rua Romualdo Antônio do Pilar,de 373/374 a 624/625,Passo Fundo,Lages,SC,4209300,50570,,
88520112,Rua Altamiro Silva,,Passo Fundo,Lages,SC,4209300,50570,,
88520113,Rua Orgílio Rocha de Lima,,Passo Fundo,Lages,SC,4209300,50570,,
88520114,Rua Waldir Marcelino Alves,,Passo Fundo,Lages,SC,4209300,50570,,
88520115,Rodovia BR-282,,Passo Fundo,Lages,SC,4209300,50570,,
88520117,Servidão Virginia Francisca da Silva,,Passo Fundo,Lages,SC,4209300,50570,,
88520135,Rua Darci Antunes de Souza,,Passo Fundo,Lages,SC,4209300,50570,,
88520140,Rua José Lauri de Souza,,Passo Fundo,Lages,SC,4209300,50570,,
88520150,Rua Sebastião de Camargo,,Passo Fundo,Lages,SC,4209300,50570,,
88520155,Rua Jovani Moreira Branco,,Passo Fundo,Lages,SC,4209300,50570,,
88520170,Rua Teodoro de Amorim,,Passo Fundo,Lages,SC,4209300,50570,,
88520175,Rua Dejaime Joaquim Alves,,Passo Fundo,Lages,SC,4209300,50570,,
88520180,Rua Agostinho Farias Neto,,Passo Fundo,Lages,SC,4209300,50570,,
88520190,Rua Marechal Rondon,,Conta Dinheiro,Lages,SC,4209300,50538,,
88520200,Rua Hercílio Granzotto,,Conta Dinheiro,Lages,SC,4209300,50538,,
88520205,Rua Eclair Xavier da Cruz,,Conta Dinheiro,Lages,SC,4209300,50538,,
88520215,Rua Fábio Luciani,,Conta Dinheiro,Lages,SC,4209300,50538,,
88520220,Rua Olegário Mariano,,Conta Dinheiro,Lages,SC,4209300,50538,,
88520230,Rua Tobias Barreto,,Conta Dinheiro,Lages,SC,4209300,50538,,
88520235,Rua João Domingos Pereira,,Conta Dinheiro,Lages,SC,4209300,50538,,
88520240,Rua José Maria Pereira,,Conta Dinheiro,Lages,SC,4209300,50538,,
88520250,Rua José Maria Duarte,,Conta Dinheiro,Lages,SC,4209300,50538,,
88520253,Rua Solon Vieira da Costa,até 155/156,Conta Dinheiro,Lages,SC,4209300,50538,,
88520255,Rua Paulo Alves de Liz,,Conta Dinheiro,Lages,SC,4209300,50538,,
88520271,Rua José Linhares,,Conta Dinheiro,Lages,SC,4209300,50538,,
88520273,Rua Prudente de Moraes,de 905/906 ao fim,Conta Dinheiro,Lages,SC,4209300,50538,,
88520275,Rua Carlos Chagas,de 217/218 ao fim,Conta Dinheiro,Lages,SC,4209300,50538,,
88520280,Rua Antônio Fermino da Silva,,Conta Dinheiro,Lages,SC,4209300,50538,,
88520285,Rua Pedro Gaspar Fernandes,,Conta Dinheiro,Lages,SC,4209300,50538,,
88520290,Rua Campos Salles,de 877/878 a 1305/1306,Conta Dinheiro,Lages,SC,4209300,50538,,
88520300,Rua José Bonifácio,,São Sebastião,Lages,SC,4209300,50571,,
88520305,Rodovia BR-282,,São Sebastião,Lages,SC,4209300,50571,,
88520310,Rua Saturnino Máximo de Oliveira,,São Sebastião,Lages,SC,4209300,50571,,
88520320,Rua Ouro Preto,,São Sebastião,Lages,SC,4209300,50571,,
88520325,Rua Alberto Ribeiro Paes,,São Sebastião,Lages,SC,4209300,50571,,
88520328,Rua Paulo Londero,,São Sebastião,Lages,SC,4209300,50571,,
88520330,Rua Ponte Grande,,São Sebastião,Lages,SC,4209300,50571,,
88520335,Rua Trinta e Um de Março,até 491/492,São Sebastião,Lages,SC,4209300,50571,,
88520340,Rua Pautilio Alves Fagundes,,São Sebastião,Lages,SC,4209300,50571,,
88520350,Rua José Dallagnol,,São Sebastião,Lages,SC,4209300,50571,,
88520360,Rua Vendolino Wiggers,,São Sebastião,Lages,SC,4209300,50571,,
88520380,Rua Pedro Souza Lopes,,São Sebastião,Lages,SC,4209300,50571,,
88520384,Rua Aristeu Matos Faust,,São Sebastião,Lages,SC,4209300,50571,,
88520390,Rua José Ramos dos Santos,,São Sebastião,Lages,SC,4209300,50571,,
88520400,Rua da Independência,,Gethal,Lages,SC,4209300,50572,,
88520402,Rua Professor José Monn,,Gethal,Lages,SC,4209300,50572,,
88520403,Servidão Olga Chiqueti Bastos,,Gethal,Lages,SC,4209300,50572,,
88520404,Servidão Pedro Largura,,Gethal,Lages,SC,4209300,50572,,
88520405,Rua Campos Salles,de 1308/1309 ao fim,Gethal,Lages,SC,4209300,50572,,
88520408,Rodovia BR-282,,Gethal,Lages,SC,4209300,50572,,
88520409,Rua Luíz Carlos Alves,,Gethal,Lages,SC,4209300,50572,,
88520410,Rua Solon Vieira da Costa,de 157/158 ao fim,Gethal,Lages,SC,4209300,50572,,
88520420,Rua Paulo Alves de Liz,,Gethal,Lages,SC,4209300,50572,,
88520430,Rua Leandro Largura,,Gethal,Lages,SC,4209300,50572,,
88520432,Rua José Leimann,,Gethal,Lages,SC,4209300,50572,,
88520440,Beco Arlita Isabel Felipe,,Gethal,Lages,SC,4209300,50572,,
88520450,Rua Valdomiro Koeche,,Gethal,Lages,SC,4209300,50572,,
88520460,Rua Agostinho Vargas,,Gethal,Lages,SC,4209300,50572,,
88520465,Rua Clementina Suppi,,Gethal,Lages,SC,4209300,50572,,
88520470,Rua Anildo Schonardie,,Gethal,Lages,SC,4209300,50572,,
88520480,Rua Herculano Xavier Neves,,Gethal,Lages,SC,4209300,50572,,
88520485,Rua Paulo Londero,,Gethal,Lages,SC,4209300,50572,,
88520489,Rua Manoel Mariano,,Gethal,Lages,SC,4209300,50572,,
88520491,Rua Sebastião Córdova Wolff,,Gethal,Lages,SC,4209300,50572,,
88520600,Rua Mem de Sá,,Dom Daniel,Lages,SC,4209300,50573,,
88520610,Rua da Independência,,Dom Daniel,Lages,SC,4209300,50573,,
88520620,Rua Riacho Ipiranga,,Dom Daniel,Lages,SC,4209300,50573,,
88520660,Rua Padre Adriano,,Dom Daniel,Lages,SC,4209300,50573,,
88520700,Rua Glorocindo Alves Paim,,Dom Daniel,Lages,SC,4209300,50573,,
88520710,Rua Carmosino Paim,,Dom Daniel,Lages,SC,4209300,50573,,
88520720,Rua Padre José Espíndola,,Dom Daniel,Lages,SC,4209300,50573,,
88520730,Rua Manoel Liz e Silva,,Dom Daniel,Lages,SC,4209300,50573,,
88520740,Rua Horacides Antunes de Liz,,Dom Daniel,Lages,SC,4209300,50573,,
88520750,Rua São Sebastião,,Dom Daniel,Lages,SC,4209300,50573,,
88520900,Rua Marechal Rondon 200,,Conta Dinheiro,Lages,SC,4209300,50538,,
88521000,Rua Trinta e Um de Março,de 0493/494 a 1563/1564,Guarujá,Lages,SC,4209300,50574,,
88521001,Rua Trinta e Um de Março,de 1565/1566 ao fim,Guarujá,Lages,SC,4209300,50574,,
88521003,Rua Sargento Dias,,Guarujá,Lages,SC,4209300,50574,,
88521004,Rua Eloy Amorim,,Guarujá,Lages,SC,4209300,50574,,
88521005,Rua Otávio Vailatti,,Guarujá,Lages,SC,4209300,50574,,
88521006,Servidão Adilson Rogério Floriani,,Guarujá,Lages,SC,4209300,50574,,
88521007,Rua Padre Ludovico Kuck,,Tributo,Lages,SC,4209300,50575,,
88521010,Rua Duarte da Costa,,Guarujá,Lages,SC,4209300,50574,,
88521020,Rua Tomé de Souza,,Guarujá,Lages,SC,4209300,50574,,
88521030,Rua Caramurú,,Guarujá,Lages,SC,4209300,50574,,
88521040,Rua Pero Vaz de Caminha,,Guarujá,Lages,SC,4209300,50574,,
88521042,Rua Albino Pellizzaro,,Guarujá,Lages,SC,4209300,50574,,
88521050,Rua Lisboa,,Guarujá,Lages,SC,4209300,50574,,
88521060,Rua João Pinto da Luz,,Guarujá,Lages,SC,4209300,50574,,
88521070,Rua Melo Alvim,,Guarujá,Lages,SC,4209300,50574,,
88521080,Rua João Paulo Antunes de Castro,,Guarujá,Lages,SC,4209300,50574,,
88521090,Rua Porto Seguro,,Guarujá,Lages,SC,4209300,50574,,
88521098,Avenida das Torres,,Guarujá,Lages,SC,4209300,50574,,
88521100,Rua Emílio Blum,,Guarujá,Lages,SC,4209300,50574,,
88521101,Rua Vitorino Joaquim Lopes,,Guarujá,Lages,SC,4209300,50574,,
88521102,Rua Silvio Vargas,,Guarujá,Lages,SC,4209300,50574,,
88521103,Rua João Abreu Barbosa,,Guarujá,Lages,SC,4209300,50574,,
88521105,Rua Yukio Otaki,,Guarujá,Lages,SC,4209300,50574,,
88521110,Rua Vasco da Gama,,Guarujá,Lages,SC,4209300,50574,,
88521115,Rua Selma Neves Martins,,Guarujá,Lages,SC,4209300,50574,,
88521120,Rua La Salle,,Guarujá,Lages,SC,4209300,50574,,
88521130,Rodovia BR-282,,Guarujá,Lages,SC,4209300,50574,,
88521135,Rua Paulo Roberto Kauling,,Guarujá,Lages,SC,4209300,50574,,
88521142,Rua Heriberto Coelho Vieira,,Guarujá,Lages,SC,4209300,50574,,
88521143,Rua Marco Antonio Cardoso,,Guarujá,Lages,SC,4209300,50574,,
88521144,Rua Amarildo Liz de Jesus,,Guarujá,Lages,SC,4209300,50574,,
88521145,Rua Éder Antonio dos Anjos Goulart,,Guarujá,Lages,SC,4209300,50574,,
88521146,Rua Luiz Ramos Neto,,Guarujá,Lages,SC,4209300,50574,,
88521148,Rua Higino Antunes Ezequiel,,Guarujá,Lages,SC,4209300,50574,,
88521149,Rua Diniz Manfredi,,Guarujá,Lages,SC,4209300,50574,,
88521150,Rua Acir Alves Coelho,,Guarujá,Lages,SC,4209300,50574,,
88521154,Avenida Maria Amélia Ramos,,Guarujá,Lages,SC,4209300,50574,,
88521156,Rua Rheno Rogério Vieira,,Guarujá,Lages,SC,4209300,50574,,
88521158,Rua Sebastião Arruda de Liz,,Guarujá,Lages,SC,4209300,50574,,
88521159,Rua Nilso Wiggers,,Guarujá,Lages,SC,4209300,50574,,
