CEP,Logradouro,Complemento,Bairro,Localidade,UF,IBGE,GIA,DDD,SIAFI
88811242,Rua Alcebíades José Sebastião,,Mina Brasil,Criciúma,SC,4204608,50718,,
88811243,Rua Guerino Antônio Peruchi,,Mina Brasil,Criciúma,SC,4204608,50718,,
88811244,Rua José Manoel Simão,,Mina Brasil,Criciúma,SC,4204608,50718,,
88811245,Rua Independência,,Mina Brasil,Criciúma,SC,4204608,50718,,
88811246,Rua Amândio Marcelino,,Mina Brasil,Criciúma,SC,4204608,50718,,
88811247,Rua do Castelo,,Mina Brasil,Criciúma,SC,4204608,50718,,
88811250,Rua José Fabre,,Mina Brasil,Criciúma,SC,4204608,50718,,
88811260,Rua Pedro Cechinel,,Mina Brasil,Criciúma,SC,4204608,50718,,
88811263,Rua José de Lucca,,Mina Brasil,Criciúma,SC,4204608,50718,,
88811264,Rua Esteves Júnior,lado par,Mina Brasil,Criciúma,SC,4204608,50718,,
88811266,Rua Maria Peruchi Justi,,Mina Brasil,Criciúma,SC,4204608,50718,,
88811270,Rua Abrão Carlos Beneton,,Mina Brasil,Criciúma,SC,4204608,50718,,
88811275,Rua Santino Pereira,,Mina Brasil,Criciúma,SC,4204608,50718,,
88811280,Rua Otto Maier,,Mina Brasil,Criciúma,SC,4204608,50718,,
88811290,Rua Dona Ladi Sampaio,,Mina Brasil,Criciúma,SC,4204608,50718,,
88811300,Rua Jorge Frydberg,,Mina Brasil,Criciúma,SC,4204608,50718,,
88811306,Rua Annita Helena de Araujo,,Mina Brasil,Criciúma,SC,4204608,50718,,
88811310,Rua Luiz Martinello,,Mina Brasil,Criciúma,SC,4204608,50718,,
88811320,Rua Duílio Zomer Mattei,,Mina Brasil,Criciúma,SC,4204608,50718,,
88811350,Rua Achiles Pizzetti,,Mina Brasil,Criciúma,SC,4204608,50718,,
88811360,Rua Irmã Adelaide Fernandes,,Mina Brasil,Criciúma,SC,4204608,50718,,
88811400,Rodovia SC-108,,São Simão,Criciúma,SC,4204608,50725,,
88811405,Rodovia Otávio Dassoler,,São Simão,Criciúma,SC,4204608,50725,,
88811410,Avenida das Lagoas,,São Simão,Criciúma,SC,4204608,50725,,
88811412,Rua João Batista,,São Simão,Criciúma,SC,4204608,50725,,
88811415,Avenida dos Quero-Queros,,São Simão,Criciúma,SC,4204608,50725,,
88811420,Avenida dos Eucaliptos,,São Simão,Criciúma,SC,4204608,50725,,
88811422,Rua do Guapuruvu,,São Simão,Criciúma,SC,4204608,50725,,
88811424,Rua dos Cedros,,São Simão,Criciúma,SC,4204608,50725,,
88811426,Rua dos Palmitos,,São Simão,Criciúma,SC,4204608,50725,,
88811428,Rua das Goiabeiras,,São Simão,Criciúma,SC,4204608,50725,,
88811430,Rua das Laranjeiras,,São Simão,Criciúma,SC,4204608,50725,,
88811432,Avenida Água Verde,,São Simão,Criciúma,SC,4204608,50725,,
88811433,Rua Doutor Jairo Frank,,São Simão,Criciúma,SC,4204608,50725,,
88811434,Rua dos Bem-Te-Vis,,São Simão,Criciúma,SC,4204608,50725,,
88811436,Avenida Bela Vista,,São Simão,Criciúma,SC,4204608,50725,,
88811445,Rua Manoel Broca,,São Simão,Criciúma,SC,4204608,50725,,
88811450,Rua Caetano Casagrande,,São Simão,Criciúma,SC,4204608,50725,,
88811455,Rua Arcângelo Casagrande,,São Simão,Criciúma,SC,4204608,50725,,
88811457,Rua Maria Hermógenes de Souza,,São Simão,Criciúma,SC,4204608,50725,,
88811460,Rua Octávio Fontana,,São Simão,Criciúma,SC,4204608,50725,,
88811467,Rua Sílio Cechinel,,São Simão,Criciúma,SC,4204608,50725,,
88811470,Rua Helendina Antônio Cardoso,,São Simão,Criciúma,SC,4204608,50725,,
88811473,Rua Irineu Pereira,,São Simão,Criciúma,SC,4204608,50725,,
88811495,Rua Luiz Ragazzon,,São Simão,Criciúma,SC,4204608,50725,,
88811500,Rua João Cechinel,,Pio Corrêa,Criciúma,SC,4204608,50724,,
88811501,Avenida Centenário,lado ímpar,Pio Corrêa,Criciúma,SC,4204608,50724,,
88811502,Servidão Manoel de Souza Ávila,,Pio Corrêa,Criciúma,SC,4204608,50724,,
88811503,Rua Antônio de Lucca,,Pio Corrêa,Criciúma,SC,4204608,50724,,
88811504,Rua Felipe Schmidt,lado ímpar,Pio Corrêa,Criciúma,SC,4204608,50724,,
88811506,Rua Ézio Lima,,Pio Corrêa,Criciúma,SC,4204608,50724,,
88811508,Rua Coronel Pedro Benedet,de 420 ao fim - lado par,Pio Corrêa,Criciúma,SC,4204608,50724,,
88811510,Rua Mário da Cunha Carneiro,,Pio Corrêa,Criciúma,SC,4204608,50724,,
88811515,Rua José Gaidzinski,,Pio Corrêa,Criciúma,SC,4204608,50724,,
88811518,Rua Coelho Neto,,Pio Corrêa,Criciúma,SC,4204608,50724,,
88811520,Rua Assunta Libera Guidi,,Pio Corrêa,Criciúma,SC,4204608,50724,,
88811525,Rua Vidal Ramos,,Pio Corrêa,Criciúma,SC,4204608,50724,,
88811528,Rua Arlindo Guidi,,Pio Corrêa,Criciúma,SC,4204608,50724,,
88811530,Rua Gonçalves Dias,,Pio Corrêa,Criciúma,SC,4204608,50724,,
88811532,Rua Coronel Marcos Rovaris,,Pio Corrêa,Criciúma,SC,4204608,50724,,
88811540,Rua Presidente Kennedy,,Pio Corrêa,Criciúma,SC,4204608,50724,,
88811545,Rua Natal Sartor,,Pio Corrêa,Criciúma,SC,4204608,50724,,
88811550,Rua Cruz e Souza,de 370/371 ao fim,Pio Corrêa,Criciúma,SC,4204608,50724,,
88811560,Rua Augusto dos Anjos,,Pio Corrêa,Criciúma,SC,4204608,50724,,
88811570,Avenida Humberto de Campos,,Pio Corrêa,Criciúma,SC,4204608,50724,,
88811575,Rua Graça Aranha,,Pio Corrêa,Criciúma,SC,4204608,50724,,
88811578,Rua Leandro Martignago,,Pio Corrêa,Criciúma,SC,4204608,50724,,
88811590,Rua Osvaldo Hulse,lado par,Pio Corrêa,Criciúma,SC,4204608,50724,,
88811600,Rua Léo Lombardi,,Pio Corrêa,Criciúma,SC,4204608,50724,,
88811610,Rua São Marcelino Champagnat,,Pio Corrêa,Criciúma,SC,4204608,50724,,
88811620,Rua Natal Peruchi,até 208 - lado par,Pio Corrêa,Criciúma,SC,4204608,50724,,
88811630,Rua Ascendino Vieira Maciel,,Mina Brasil,Criciúma,SC,4204608,50718,,
88811640,Rua Francisco Peruchi,,Mina Brasil,Criciúma,SC,4204608,50718,,
88811650,Rua Moyses José de Aguiar,,Pio Corrêa,Criciúma,SC,4204608,50724,,
88811655,Rua Othília Bussolo Stopassoli,,Pio Corrêa,Criciúma,SC,4204608,50724,,
88811660,Rua Guerra Junqueira,de 506/507 ao fim,Pio Corrêa,Criciúma,SC,4204608,50724,,
88811670,Rua Ângelo Dal Farra,,Pio Corrêa,Criciúma,SC,4204608,50724,,
88811699,Rua General Osvaldo Pinto da Veiga,até 100/101,Pio Corrêa,Criciúma,SC,4204608,50724,,
88811700,Rua General Osvaldo Pinto da Veiga,de 102/103 a 738/739,Próspera,Criciúma,SC,4204608,50726,,
88811701,Avenida Centenário,lado ímpar,Próspera,Criciúma,SC,4204608,50726,,
88811710,Rua Independência,,Próspera,Criciúma,SC,4204608,50726,,
88811715,Rua Professor Moacyr Jardim de Menezes,,Próspera,Criciúma,SC,4204608,50726,,
88811719,Rua Othília Bussolo Stopassoli,,Próspera,Criciúma,SC,4204608,50726,,
88811720,Rua Aristides José de Bom,,Próspera,Criciúma,SC,4204608,50726,,
88811721,Rua Natal Peruchi,de 210 ao fim - lado par,Próspera,Criciúma,SC,4204608,50726,,
88811725,Rua Ângelo Dal Farra,,Próspera,Criciúma,SC,4204608,50726,,
88811730,Rua Galdino Romualdo de Oliveira,,Próspera,Criciúma,SC,4204608,50726,,
88811735,Rua Pedro Salvador,,Próspera,Criciúma,SC,4204608,50726,,
88811740,Rua Inconfidência,,Próspera,Criciúma,SC,4204608,50726,,
88811745,Travessa Cassemiro Demboski,,Próspera,Criciúma,SC,4204608,50726,,
88811750,Rua Pará,,Próspera,Criciúma,SC,4204608,50726,,
88811755,Rua Guerra Junqueira,até 504/505,Próspera,Criciúma,SC,4204608,50726,,
88811760,Rua Júlia Benedet Salvador,,Próspera,Criciúma,SC,4204608,50726,,
88811762,Rua Elias Lindolfo Eufrásio,,Próspera,Criciúma,SC,4204608,50726,,
88811765,Rua Antônio Benedet,,Próspera,Criciúma,SC,4204608,50726,,
88811770,Rua do Castelo,,Próspera,Criciúma,SC,4204608,50726,,
88811780,Rua São Pedro,,Próspera,Criciúma,SC,4204608,50726,,
88811805,Rua Thomaz Henrique,,São Simão,Criciúma,SC,4204608,50725,,
88811807,Rua Lucidônio José da Silva,,São Simão,Criciúma,SC,4204608,50725,,
88811809,Rua Nenias Mendonça Arceno,,São Simão,Criciúma,SC,4204608,50725,,
88811810,Rua Antônio Denoni,,São Simão,Criciúma,SC,4204608,50725,,
88811811,Rua Agenor Peruchi,,São Simão,Criciúma,SC,4204608,50725,,
88811813,Rua Aldoir Pacífico Fontana,,São Simão,Criciúma,SC,4204608,50725,,
88811815,Rua Venâncio Martinello,,São Simão,Criciúma,SC,4204608,50725,,
88811816,Rua Alexandre Casagrande,,São Simão,Criciúma,SC,4204608,50725,,
88811817,Rua Ambrósio Possamai,,São Simão,Criciúma,SC,4204608,50725,,
88811820,Rua Henrique Knareck,,São Simão,Criciúma,SC,4204608,50725,,
88811825,Rua Abramo Zilli,,São Simão,Criciúma,SC,4204608,50725,,
88811830,Rua Arcelino Pedro Batista,,São Simão,Criciúma,SC,4204608,50725,,
88811835,Rua Gabriel João Rita,,São Simão,Criciúma,SC,4204608,50725,,
88811839,Rua Quintino Dal Pont,,São Simão,Criciúma,SC,4204608,50725,,
88811840,Rua Viriato Francisco Miranda,,São Simão,Criciúma,SC,4204608,50725,,
88811843,Rua Valdemar Denoni,,São Simão,Criciúma,SC,4204608,50725,,
88811845,Rua Fátima de Oliveira Cipriano,,São Simão,Criciúma,SC,4204608,50725,,
88811850,Rua Francisco Novacoski,,Linha Cabral,Criciúma,SC,4204608,50727,,
88811855,Rodovia Otávio Dassoler,,Linha Cabral,Criciúma,SC,4204608,50727,,
88812000,Rodovia Luiz Rosso,lado par,Dagostin,Criciúma,SC,4204608,50728,,
88812001,Rodovia Luiz Rosso,lado ímpar,Dagostin,Criciúma,SC,4204608,50728,,
88812003,Rua Antônio Luiz Zanette,,Dagostin,Criciúma,SC,4204608,50728,,
88812005,Rua Itália Gobbo Dagostim,,Dagostin,Criciúma,SC,4204608,50728,,
88812010,Rua Rota do Imigrante,,Dagostin,Criciúma,SC,4204608,50728,,
88812302,Rua Rota do Imigrante,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812305,Rua José Giassi,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812321,Rua Pedro Manoel Martins,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812323,Rua Claudio José Leopoldo,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812327,Rua Teodoro Inácio Teixeira,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812342,Rua Marcelo Ferrari Patricio,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812350,Rodovia Luiz Rosso,lado par,Quarta Linha,Criciúma,SC,4204608,50729,,
88812351,Rodovia Luiz Rosso,lado ímpar,Quarta Linha,Criciúma,SC,4204608,50729,,
88812352,Rua Albino Dagostin,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812360,Rua Edna Giassi,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812361,Rua Juvenal Marcelino da Silva,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812363,Rua Ademar Manoel Cardoso,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812365,Rua Felippe Serafim da Silva,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812367,Rua Pedro Francisco da Rosa,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812368,Rua João Júlio Gomes,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812369,Rua Valdir da Silva,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812371,Rua Elias Fioravante Giassi,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812379,Rua Roseni Aparecida Camilo Eugênio,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812381,Rua Constantino Zanette,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812382,Rua Olavio Rosso,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812383,Rua Zeferino da Rosa,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812385,Rua Gerson Luiz Venson,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812390,Rua Pompeu Rosso Menegon,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812391,Rua Osni Manoel de Souza,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812393,Rua Marcílio Onofre Feliciano,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812395,Rua Francelício Artur Lúcio,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812398,Rua João Rosso,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812399,Rua Valdemar de Oliveira,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812400,Rua José Rosso,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812401,Rua Domingos Santino Roque,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812402,Rua Maria Vieira Gervasio,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812403,Rua Paulo Manoel de Melo,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812404,Rua Jorge Gonçalves,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812405,Rua Pedro Guizzo Possamai,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812407,Rua Luiz Santino Roque,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812409,Rua Eloir Bortolin,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812410,Rua Domingos Rosso,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812413,Rua Salvador Domingos de Aguiar,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812415,Rua Francisca Cordella,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812417,Rua Nascimento Manoel Miguel de Souza,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812420,Rua Ângelo Rosso,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812423,Rua Clemison Roque Campos,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812425,Rua Imigrante João Cechinelli,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812450,Rua Pedro Honorato,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812452,Rua 1403,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812458,Rua Cleber Luiz Conti,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812460,Rua Angelo Líbero Guizzo,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812461,Rua 1411,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812462,Rua 1409,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812466,Rua Maria Dagostim Honorato,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812470,Rua Antônio Dagostin,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812472,Rua Lino Berlamino da Rocha,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812475,Rua José Nazareno,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812476,Rua Osvaldo Gomes Motta,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812477,Rua Maria Bernardo Figueredo,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812480,Rua José Salvador,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812485,Rua Paulo Dal Pont,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812490,Rua Jesuíno João Felizardo,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812491,Rua Valmir Manoel Raimundo,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812492,Rua Augusto Miguel Borges,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812493,Avenida Julia Dagostim Rosso,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812494,Rua Mario Rosso,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812495,Rua Alício Castelan,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812496,Rua Antonio Darolt,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812498,Rua Adolfo Mariotto,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812499,Rua Mansueto Luiz Rosso,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812501,Rua Lucio Rosso,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812503,Rua Manoel Avelino Raymundo,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812504,Rua José Gonçalves Fernandes,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812505,Rua Eliseu Rosso,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812507,Rua José Nascimento da Silva,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812509,Rua Maria Anália Pavei Ghedin,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812511,Rua José Poli,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812550,Rodovia BR-101,,Quarta Linha,Criciúma,SC,4204608,50729,,
88812600,Rodovia BR-101,,São Domingos,Criciúma,SC,4204608,50730,,
88812625,Rua Pedro Liberato Pavei,,São Domingos,Criciúma,SC,4204608,50730,,
88812650,Rodovia Narciso Dominguini,lado par,São Domingos,Criciúma,SC,4204608,50730,,
88812651,Rodovia BR-101,,Vila Maria,Criciúma,SC,4204608,50731,,
88812653,Rodovia Narciso Dominguini,lado ímpar,Vila Maria,Criciúma,SC,4204608,50731,,
88812680,Rua José Martinho Teixeira,,Vila Maria,Criciúma,SC,4204608,50731,,
88812700,Rodovia Otávio Dassoler,,Buenos Aires,Criciúma,SC,4204608,50732,,
88812705,Travessa Shalom,,Buenos Aires,Criciúma,SC,4204608,50732,,
88812710,Travessa Primeiro de Abril,,Buenos Aires,Criciúma,SC,4204608,50732,,
88812715,Travessa Araçá,,Buenos Aires,Criciúma,SC,4204608,50732,,
88812720,Travessa Cristo Rei,,Buenos Aires,Criciúma,SC,4204608,50732,,
88812723,Rua Volnei Goudinho Serafim,,Buenos Aires,Criciúma,SC,4204608,50732,,
88812724,Rua Zeferino Casagrande,,Buenos Aires,Criciúma,SC,4204608,50732,,
88812725,Travessa Nove de Junho,,Buenos Aires,Criciúma,SC,4204608,50732,,
88812727,Travessa João Pereira,,Buenos Aires,Criciúma,SC,4204608,50732,,
88812729,Travessa Canavial,,Buenos Aires,Criciúma,SC,4204608,50732,,
88812730,Travessa das Paisagens,,Buenos Aires,Criciúma,SC,4204608,50732,,
88812735,Rua Nossa Senhora Aparecida,,Buenos Aires,Criciúma,SC,4204608,50732,,
88812740,Rua Buenos Aires,,Buenos Aires,Criciúma,SC,4204608,50732,,
88812750,Rua Manoel Pedro Filho,,Linha Anta,Criciúma,SC,4204608,50733,,
88812751,Rua Caetano Scremim,,Linha Anta,Criciúma,SC,4204608,50733,,
88812752,Rua São Cristovão,,Linha Anta,Criciúma,SC,4204608,50733,,
88812753,Rua Luiz Guedin,,Linha Anta,Criciúma,SC,4204608,50733,,
88812754,Rodovia SC-443,lado ímpar,Linha Anta,Criciúma,SC,4204608,50733,,
88812755,Rua Eugênio Frasson,,Linha Anta,Criciúma,SC,4204608,50733,,
88812757,Rua João da Costa,,Linha Anta,Criciúma,SC,4204608,50733,,
88812759,Rua Gonçalves Galdino Teixeira,,Linha Anta,Criciúma,SC,4204608,50733,,
88812761,Rua Luizinho Guollo,,Linha Anta,Criciúma,SC,4204608,50733,,
88812763,Rua Manoel da Rosa Borges,,Linha Anta,Criciúma,SC,4204608,50733,,
88812765,Rua Antônio Frasson,,Linha Anta,Criciúma,SC,4204608,50733,,
88812767,Rua Anna Folz Mizeeski,,Linha Anta,Criciúma,SC,4204608,50733,,
88812769,Rua Ana Rocha Teixeira,,Linha Anta,Criciúma,SC,4204608,50733,,
88812771,Rua Anita Sartor,,Linha Anta,Criciúma,SC,4204608,50733,,
88812780,Rodovia José Guedin Neto,,Linha Anta,Criciúma,SC,4204608,50733,,
88812784,Rua Quintino Scremin,,Linha Anta,Criciúma,SC,4204608,50733,,
88812785,Rua Aristides Alves da Silva,,Linha Anta,Criciúma,SC,4204608,50733,,
88812786,Rua Otavio Frasson,,Linha Anta,Criciúma,SC,4204608,50733,,
88812787,Rua Augusto de Medeiros,,Linha Anta,Criciúma,SC,4204608,50733,,
88812790,Rua Avelino Alfredo Serafim,,Linha Anta,Criciúma,SC,4204608,50733,,
88812792,Rua Nilo Frasson,,Linha Anta,Criciúma,SC,4204608,50733,,
88812794,Rua Jose Gonçalves Martignago,,Linha Anta,Criciúma,SC,4204608,50733,,
88812795,Rua Eva Correa Guollo,,Linha Anta,Criciúma,SC,4204608,50733,,
88812796,Rua Virginia Salvan,,Linha Anta,Criciúma,SC,4204608,50733,,
88812803,Rua Gilio Puziski,,Linha Batista,Criciúma,SC,4204608,50734,,
88812804,Rua Casimiro Formanski,,Linha Batista,Criciúma,SC,4204608,50734,,
88812805,Rua Tadeus Furmanski,,Linha Batista,Criciúma,SC,4204608,50734,,
88812806,Rua Tadeus Porziski,,Linha Batista,Criciúma,SC,4204608,50734,,
88812810,Rua Dilecta Pelegrin Bortolato,,Linha Batista,Criciúma,SC,4204608,50734,,
88812812,Travessa Cristo Rei,,Linha Batista,Criciúma,SC,4204608,50734,,
88812814,Rua Valentim Rodrigues,,Linha Batista,Criciúma,SC,4204608,50734,,
88812844,Rua José Potrikus,,Linha Batista,Criciúma,SC,4204608,50734,,
88812845,Rua Antônio Martignago,de 54/55 ao fim,Linha Batista,Criciúma,SC,4204608,50734,,
88812846,Rua das Orquídeas,,Linha Batista,Criciúma,SC,4204608,50734,,
88812850,Rodovia Otávio Dassoler,,Linha Batista,Criciúma,SC,4204608,50734,,
88812851,Rua Casimiro Puziski,,Linha Batista,Criciúma,SC,4204608,50734,,
88812852,Rua Albina Generosa dos Santos,,Linha Batista,Criciúma,SC,4204608,50734,,
88812853,Rua Amélia Dajori Formanski,,Linha Batista,Criciúma,SC,4204608,50734,,
88812854,Rua Olga Dajori Schaukoski,,Linha Batista,Criciúma,SC,4204608,50734,,
88812855,Rua Alfredo Schaukoski,,Linha Batista,Criciúma,SC,4204608,50734,,
88812856,Rua Eduardo Schaukoski,,Linha Batista,Criciúma,SC,4204608,50734,,
88812857,Rua José Kaminski,,Linha Batista,Criciúma,SC,4204608,50734,,
88812858,Rua José Formanski,,Linha Batista,Criciúma,SC,4204608,50734,,
88812859,Rua Manoel Francisco Luciano,,Linha Batista,Criciúma,SC,4204608,50734,,
88812860,Rodovia Leonardo Bialeck,,Linha Batista,Criciúma,SC,4204608,50734,,
88812861,Rua Antônio Teodoro Pereira,,Linha Batista,Criciúma,SC,4204608,50734,,
88812862,Rua Helena João Dutra de Souza,,Linha Batista,Criciúma,SC,4204608,50734,,
88812863,Rua José Joaquim Gomes,,Linha Batista,Criciúma,SC,4204608,50734,,
88812864,Rua Zeferino Biela,,Linha Batista,Criciúma,SC,4204608,50734,,
88812865,Rua Antonio José Gastodini,,Linha Batista,Criciúma,SC,4204608,50734,,
88812866,Rua Maria Zelia Pagnan Rzatki,,Linha Batista,Criciúma,SC,4204608,50734,,
88812867,Rua Nossa Senhora Aparecida,,Linha Batista,Criciúma,SC,4204608,50734,,
88812868,Rua João Studzinski,,Linha Batista,Criciúma,SC,4204608,50734,,
88812869,Rua Antônio Ivanor Dela Bruna,,Linha Batista,Criciúma,SC,4204608,50734,,
88812870,Rodovia Pedro Manoel Pereira,,Linha Batista,Criciúma,SC,4204608,50734,,
88812871,Rua Verônica Kasmieska Puziski,,Linha Batista,Criciúma,SC,4204608,50734,,
88812872,Rua Leonardo Biela,,Linha Batista,Criciúma,SC,4204608,50734,,
88812873,Rua João Schaukoski,,Linha Batista,Criciúma,SC,4204608,50734,,
88812874,Rua Adílio Lucas Feliciano,,Linha Batista,Criciúma,SC,4204608,50734,,
88812875,Rua Antônio Ivanor Della Bruna,,Linha Batista,Criciúma,SC,4204608,50734,,
88812876,Rua José João Francisco,,Linha Batista,Criciúma,SC,4204608,50734,,
88812877,Rua Boaventura da Silveira,,Linha Batista,Criciúma,SC,4204608,50734,,
88812879,Rua Wlateslavo Demboski,,Linha Batista,Criciúma,SC,4204608,50734,,
88812881,Rua Thereza Demboski Milak,,Linha Batista,Criciúma,SC,4204608,50734,,
88812883,Rua Ignácio Furmanski,,Linha Batista,Criciúma,SC,4204608,50734,,
88812885,Rua Gabriel Bartosiaki,,Linha Batista,Criciúma,SC,4204608,50734,,
88812887,Rua Valdirene Milack,,Linha Batista,Criciúma,SC,4204608,50734,,
88812889,Rua Vicitória Kubaski Mafinski,,Linha Batista,Criciúma,SC,4204608,50734,,
88812970,Rua João Rosso 75,,Quarta Linha,Criciúma,SC,4204608,50729,,
88813000,Rua General Osvaldo Pinto da Veiga,de 740/741 a 1388/1389,Próspera,Criciúma,SC,4204608,50726,,
88813010,Rua Pernambuco,,Próspera,Criciúma,SC,4204608,50726,,
88813013,Rua Antônio Cardoso de Aguiar,,Próspera,Criciúma,SC,4204608,50726,,
88813014,Rua Tulio Cargnin Filho,,Próspera,Criciúma,SC,4204608,50726,,
88813015,Rua São Paulo,,Próspera,Criciúma,SC,4204608,50726,,
88813020,Rua Alagoas,,Próspera,Criciúma,SC,4204608,50726,,
88813025,Travessa São Judas Tadeu,,Próspera,Criciúma,SC,4204608,50726,,
88813030,Avenida do Mineiro,,Próspera,Criciúma,SC,4204608,50726,,
88813035,Rua Piauí,,Próspera,Criciúma,SC,4204608,50726,,
88813040,Rua Minas Gerais,,Próspera,Criciúma,SC,4204608,50726,,
88813045,Rua Paraná,,Próspera,Criciúma,SC,4204608,50726,,
88813050,Rua Eduardo King,,Próspera,Criciúma,SC,4204608,50726,,
88813055,Rua Congonhas,,Próspera,Criciúma,SC,4204608,50726,,
88813060,Rua Rio Grande do Norte,,Próspera,Criciúma,SC,4204608,50726,,
88813065,Rua Paraíba,,Próspera,Criciúma,SC,4204608,50726,,
88813070,Rua Sergipe,,Próspera,Criciúma,SC,4204608,50726,,
88813075,Rua Luiz Búrigo,,Próspera,Criciúma,SC,4204608,50726,,
88813080,Rua Rio Grande do Sul,,Próspera,Criciúma,SC,4204608,50726,,
88813082,Rua Guanabara,,Próspera,Criciúma,SC,4204608,50726,,
88813085,Rua Primeiro de Maio,,Próspera,Criciúma,SC,4204608,50726,,
88813087,Rua Porto Alegre,,Próspera,Criciúma,SC,4204608,50726,,
88813090,Rua São Sebastião,,Próspera,Criciúma,SC,4204608,50726,,
88813091,Rua Santino Domicio Machado,,Próspera,Criciúma,SC,4204608,50726,,
88813095,Avenida Centenário,,Próspera,Criciúma,SC,4204608,50726,,
88813099,Rua Antônio Bernardo Rech,,Próspera,Criciúma,SC,4204608,50726,,
88813100,Rua Manaus,,Próspera,Criciúma,SC,4204608,50726,,
88813105,Rua Macapá,até 69/70,Próspera,Criciúma,SC,4204608,50726,,
88813110,Rua Macapá,de 71/72 ao fim,Brasília,Criciúma,SC,4204608,50735,,
88813113,Rua Amauri João Alves,,Próspera,Criciúma,SC,4204608,50726,,
88813115,Rua Antônio Bernardo Rech,,Brasília,Criciúma,SC,4204608,50735,,
88813118,Rua Antônio de Souza Constantino,,Próspera,Criciúma,SC,4204608,50726,,
88813120,Rua Belém,,Brasília,Criciúma,SC,4204608,50735,,
88813123,Rua Pedro João Satiro,,Argentina,Criciúma,SC,4204608,50736,,
88813125,Rua Maceió,,Brasília,Criciúma,SC,4204608,50735,,
